n,expr,real,imag,status
5,(i^(i^(i^(i^i)))),0.387166181086114994143983496271858879434476525831073750198923973509527086337234899646829743335173449662090223401422517563029992164817603072773861068561674283131419849412217239748677000743226168340569442863184803993555045448658929566164329155740757055363540749124866176845890024735631460292187864149064,0.0305270816054844151406404538714448879181672222000165871404187542607902609480848556335962209794691193537877629553387351004216907983476580114464797956463140401553202868684976448757527392903831747770646336644788472591238726149722524498845129097483263805667221180763051287441875085379070156902928808088236,ok
5,(i^((i^i)^(i^i))),0.423762748410599168005228299484590392811535321964136984682504181679717406143510754595571787369493977862875963960771313980604481164108844059023120700101635500451628957018103630866192105167543359667949959236432818433551486384061138078880106277067317960681044751989704333456601579660060336687088138764928,0.9057732238587621399430116875512887062031896158445990240979869353485485927650795455203544602427771776315515363749659270855756859135213949344956730604381027189987694160443151351807612898683658086952792329864593484568956316989738364430589203238867947924618889417272524876968983016730049569381825995736,ok
5,(((i^i)^i)^(i^i)),0.947158998072378380653475352018193333503906133903149363671368117944692927930048808452626268462649022374953596155627807952960619984455397606445787446602976133057694295301779033589745937108536066190236708705006909167352481720869720194713047721538236537655144959765537924815474755070000729457876955651154,-0.320764449979308534660116845874863140102367020681276799829657168740755222159363001813086339727527595651797935960847444987239448695928290543713471003309216763838601938271316718296500616668649718164573128948238421063601026767872255524231540771450051307085297646475181539871885669122882739426686508455173,ok
5,((i^(i^i))^(i^i)),0.997697019371103038162541073112872897979980984174143215454456986445451253208064356689413004322384916658563302422372401372413586146488501030721768880318818293799738747040328368606464767254806570777481055068175323703576460631626031587164697782747461535143094028861987390324324291080072119828834486249213,0.0678281470926108155400798409838927817071719670461031520914710757056116771470241946108410484681127527145083133892984748628877122597755298108100494844697214768220809299302787014074581135369957917238656758414881494707093864806436501945338329232237730959188963536422567336566448405909900044263005967852413,ok
6,((i^i)^(i^((i^i)^i))),0.000522816403663545883801934521344952994619045741175123630103720509224404187126480628469830198644585654707574570964239504171605020129249546380507586238713870943634382041636500537776275025454957624468162011342910020527165523776841798398578127810644978149526665335878720382285769066033933325909263328146068,-5.82877059536774090316052369283481983974314024182626179168370377911352635992902664698884261514719147293297435688756171538589311550653254044509937945049106115766911045644961785174450948100207635008780347664594911903197825827709024452837180601645874183050931182732327770591851441310031556507160798447554e-304,ok
6,(i^((i^(i^i))^(i^i))),0.00325190353990704773799592025815108742309602652664668540072684667202061133048770839448229799263071958876918523866855523905304058532250357058820345684084904331792672458744604891853112345508429285360822302193898211860790737875969994999449896485473885196232703519954219203883711661479759565775984949616319,0.89892942856215922545059731387904844609653448853845762090307513529884591680424589403393711549051451848908186625682385679228260969091993008382855493234142031729880039351105681880197658241112230312914249592701312028964578593846515129222028329369255838093563039972915997639434328825339415516515248309681,ok
6,(((i^i)^i)^(i^(i^i))),0.137218873501048446717450502846481732987565111039250372612995044733434759285508313323017780756083366513852118593943806673523296128215257105051878259261311588362564069827062282485744462172429890533588617055945393024348203462728759054295425282038536623680605205382816302996204441417010588311474796549996,-1.64939236044345623403826139710804544875873431344631911315075529433412630918136640408571752771579438910178154611772728322550273555137726433723723002756398933289433899142915216171917809985493234056372156725117994504437374569277694825534635035519907851446766258115609692109563433914104550993019535180386,ok
6,(i^(((i^i)^i)^(i^i))),0.137218873501048446717450502846481732987565111039250372612995044733434759285508313323017780756083366513852118593943806673523296128215257105051878259261311588362564069827062282485744462172429890533588617055945393024348203462728759054295425282038536623680605205382816302996204441417010588311474796549996,1.64939236044345623403826139710804544875873431344631911315075529433412630918136640408571752771579438910178154611772728322550273555137726433723723002756398933289433899142915216171917809985493234056372156725117994504437374569277694825534635035519907851446766258115609692109563433914104550993019535180386,ok
6,(i^(i^((i^i)^(i^i)))),0.189583804388101415704382125489239776014080655842433190353401966772801107174610213963458179740621395124747786446551062401402305733991422493181584346467347636913640154056894321409015232364784319096873314046639216171854044641460255587365433256098250218385861246636142404765336660819240517068863423298026,0.14885930058507346399852194799756318133443862609320781428949305395009556379602849479478114827447815715390150307053948329592074347068197910541383490532474939045752755950709037958887498717076786213513093044728506532100771546552848519428655219788173101999313574903573717968807482510707636321223488387612,ok
6,(i^(i^(i^((i^i)^i)))),0.199521945338742310190959306967794078640907460937815292508504326319139723070103715692843061954065349924383005060998284435798468143968017933476771548258679171371181588917831428955467970082372415806015174988176796337205008002609236179687274578263437667673423921465874812037505403633747658267869136295944,0.0990397218513996668085847641587826141657997095504595479939950716515615649126577132096047477711476006287101998540206649790700551953192586882634404760578861806518216682889941613705558550216561081375032443662901930711066431946265078894924753775645384566877363187687435564879051820330780604062824562031437,ok
